6,20,39,48,18,-81,-255,-454,-604,-529,-176,134,146,-59,-420,-565,-35,1043,2338,3028,2721,1822,423,-1020,-1762,-2092,-2168,-2218,-2275,-2237,-2395,-2658,-2704,-1012,2195,6030,9262,8907,4645,-1010,-6440,-8588,-6237,-1508,2554,3820,2009,-363,-508,805,3247,4904,3261,-755,-4983,-8393,-10071,-9140,-5215,453,6826,11823,12789,10094,5801,155,-2401,-63,-303,-3053,-6597,-11341,-11470,-7220,-2358,2586,3735,2645,2454,3621,6517,5929,1023,-3554,-6261,-3430,6347,13828,13874,7137,-5361,-15760,-18250,-14708,-11485,-10719,-9201,-5858,4133,20034,32767,32665,21630,4563,-11004,-17687,-16175,-8447,-5873,-9290,-9736,-6504,-1046,6140,8297,5098,3503,1639,3336,8389,7753,-339,-10589,-15508,-11712,459,11363,12885,9118,3346,142,4108,7728,6233,-4372,-22134,-31858,-27049,-12704,6715,20607,20889,15416,8131,1650,3371,8828,9409,3440,-3071,-6045,-8795,-11271,-12602,-12248,-9974,-5455,809,6001,6575,3246,-495,1567,8638,15376,19081,15310,4249,-9105,-19598,-22393,-18159,-11288,-4511,3308,10405,14697,16284,13456,8116,1098,-7215,-11746,-10096,-7232,-3691,135,1600,2890,3528,3571,3339,2593,743,-2303,-4047,-4639,-3499,-268,2439,3614,3738,2331,333,-281,157,868,1192,-42,-2702,-5103,-5334,-3608,-807,2406,4288,3864,2461,839,-413,-750,-396,148,403,292,-89,-385,-621,-734,-610,-368,-121,50,153,160,97,54,24,5,0
-1,-4,-9,-4,26,61,40,-46,-183,-349,-367,-203,63,290,254,70,5,232,663,1074,873,-22,-843,-1170,-574,589,1678,1866,654,-1080,-2381,-2869,-2297,-1238,-1087,-1050,-211,747,1880,3003,3111,2302,907,17,186,263,67,395,1484,2931,3485,998,-3813,-9229,-12540,-9593,-2460,5832,11015,8008,129,-5718,-6293,-348,7343,9668,6217,-67,-3862,-2409,3161,8710,7161,-3137,-13287,-17580,-14760,-7088,716,4092,3611,4495,8281,12765,13721,6447,-6074,-14759,-15285,-6444,7160,15656,14200,7641,701,-2250,-1011,-2511,-11525,-21020,-25941,-21700,-3140,19170,32767,31846,18042,2511,-8349,-11603,-8851,-8757,-9530,-8825,-6737,487,10324,15846,12061,4782,-833,-4539,-6829,-8574,-12362,-14600,-9777,1900,17335,24642,19632,5060,-13780,-24193,-19062,-5300,7679,13537,11185,4898,590,863,3287,4376,1073,-3990,-6312,-7515,-6744,-5181,-4625,-2171,3196,10929,14487,9556,-253,-10930,-15044,-7501,5917,17055,16531,5354,-9167,-18784,-14916,-2434,7905,11647,6863,-3277,-9313,-7956,-1369,5227,6824,2339,-3409,-6126,-5179,-905,2754,3484,3705,4467,5573,7026,5971,1582,-4046,-9981,-12809,-10833,-5969,-518,3938,6357,6859,6114,3898,1412,-876,-2037,-1535,-347,810,1210,40,-2009,-2945,-2775,-1743,-235,950,1606,1434,993,664,322,86,-75,-138,-146,-63,-74,-281,-386,-324,-138,114,271,235,84,-38,-73,-43,0,12,3
1,-14,-61,-95,-23,177,397,427,163,-250,-530,-405,20,215,-121,-930,-1738,-1482,25,2066,3746,3991,2497,-51,-2272,-3350,-3583,-3377,-2661,-1222,270,2125,3933,3987,2688,670,-1069,-1252,-721,-889,-2319,-3618,-3508,-935,4444,9474,9706,5178,-3154,-12457,-15288,-10812,-2684,6214,11791,10348,4863,-96,-3538,-4348,-3027,-439,577,1247,2816,4737,5691,4127,1679,-4156,-8606,-10301,-9608,-6801,-3789,-115,3623,7173,11366,14221,12833,5941,-4456,-11927,-15233,-11388,52,10493,13533,10240,-500,-11851,-15214,-11357,-3297,5651,9216,5053,-3094,-7536,-3951,2762,9160,12461,10993,3120,-5022,-7709,-5025,-360,-190,-3335,-8051,-9924,-3709,6790,13999,11995,3358,-8180,-16094,-11612,-212,10337,12625,2419,-12985,-18117,-8731,7638,22002,24474,12512,-3778,-14681,-11936,1233,10158,7002,-10164,-26330,-30400,-19890,5161,28054,32767,23439,7060,-8022,-12109,-7618,-415,3712,1725,-537,-112,-399,25,-2440,-9282,-14402,-12047,-2743,8850,16173,14013,6957,-1309,-5394,-1793,2920,4698,3200,-3622,-11426,-12289,-6050,2269,9354,11592,8237,1747,-5780,-9503,-7807,-2913,3445,8499,8343,2755,-4661,-9384,-8265,-2860,4923,9770,8285,2445,-4308,-7920,-6396,-1408,3286,4874,3238,361,-2210,-2778,-1168,650,1590,1652,1022,341,-135,-763,-1440,-1613,-1372,-598,653,1551,1554,982,285,-306,-420,-204,-36,-70,-245,-360,-306,-138,24,97,78,32,5,0
0,6,25,34,-10,-107,-207,-252,-185,-23,118,167,99,92,177,302,292,16,-189,-114,348,955,1357,1219,230,-1105,-2137,-2422,-1909,-871,300,538,-157,-644,-1218,-1628,-499,1739,4266,6358,6881,5286,1653,-2199,-5525,-8102,-8260,-6108,-3898,-2087,-92,2049,4205,4650,4200,5066,5105,4636,4859,4019,1526,-1942,-6936,-10767,-10343,-8062,-3806,1121,4037,3235,1144,-287,-1887,-1653,3083,8399,12475,16433,13885,3382,-8331,-19447,-24257,-17346,-6456,2315,7540,5823,1571,-151,3379,10184,10518,3283,-7523,-15770,-15100,-1104,19718,31935,27357,7371,-17155,-30837,-27245,-8675,9608,15063,5786,-11519,-22587,-17026,2239,23516,32767,19940,-5227,-22270,-23103,-7118,16047,30694,29025,9420,-15924,-30174,-25364,-9681,6939,15239,10029,-3699,-19046,-25188,-20108,-7743,8636,23160,29146,26886,18863,4534,-6927,-11132,-8602,-2532,2263,1245,-5535,-12919,-17244,-13596,-5223,1908,3720,-1343,-5523,-2890,5273,16244,23639,20657,9202,-2219,-9855,-8774,-2023,1708,174,-8185,-17061,-18598,-12484,-279,11528,16147,12580,5300,13,-3394,-4145,-3212,-1623,-8,890,2815,5423,6120,3277,-1541,-4630,-4352,-2785,-1099,-655,-2175,-4167,-4635,-2208,1544,4394,5226,3669,888,-765,-326,753,1075,328,-978,-1689,-1485,-552,783,1268,631,-179,-675,-482,171,602,469,-100,-656,-856,-600,-113,293,428,311,193,97,69,98,76,31,-9,-28,-21,-6
-5,-12,0,54,151,232,212,31,-301,-574,-583,-267,265,665,726,539,272,347,582,266,-619,-2003,-3067,-2777,-972,1647,3257,2913,1271,-267,-143,1240,2805,2829,-124,-4260,-6487,-5499,-1549,3526,5637,3477,-16,-2532,-2662,485,3012,2689,859,-1400,-3078,-2555,-986,-792,-1333,-1625,-775,1321,3343,3453,1110,-773,89,2346,5118,3719,-3292,-10640,-12463,-5979,5792,14614,14553,5800,-6778,-14776,-12233,-1297,7480,8332,556,-9749,-13361,-7320,5391,15985,17502,11890,4664,860,515,-149,-2748,-12204,-22732,-24254,-13914,3734,19507,25926,20572,7190,-6127,-14243,-13978,-6382,866,7417,9472,4754,-2723,-8971,-11121,-4931,7747,16109,17192,7802,-10431,-23784,-24669,-13731,3458,14982,15707,7265,-1216,-1383,2216,6365,4525,-5789,-16449,-18667,-8973,10676,28798,32767,21671,3076,-13977,-24462,-25348,-21355,-17545,-12003,-5375,4131,15116,23300,26333,22552,13842,2570,-6388,-12305,-15866,-14562,-8665,522,8332,10941,7504,-2658,-12231,-15024,-10514,-1632,6559,8666,5611,1186,-1464,1837,6905,9247,6968,1497,-3587,-5840,-3902,-313,664,-1420,-6007,-9301,-8027,-3222,2179,5301,4985,1943,-1118,-2256,-38,4162,7546,7884,5761,1754,-3165,-6343,-7123,-6054,-3595,-722,1025,1282,717,-144,-394,18,1007,2013,2333,1764,684,-64,-618,-867,-617,-359,-328,-335,-287,-116,34,129,144,71,20,3,3,20,43,32,12,-3,-4,-1
0,4,14,15,-10,-70,-131,-130,-48,79,176,186,158,236,403,531,352,-387,-1440,-2192,-1944,-640,1079,2472,2496,1299,179,-84,882,1996,1665,-399,-3723,-6492,-6577,-3455,964,4662,6055,4745,2447,1092,1093,998,312,-1627,-3416,-3987,-2844,124,2088,1744,-344,-2091,-2882,-2686,-536,2360,3808,3071,1064,-1042,-3134,-4471,-3897,-749,4431,9665,11605,8258,504,-8333,-14759,-15096,-10039,-3215,4107,7613,6397,4855,2996,1577,2486,3507,3166,2479,448,-1105,5,-87,-1343,-1581,-2466,-5464,-8782,-11083,-8957,-2200,5693,12541,15987,13898,5757,-2863,-8139,-7308,-3363,-952,2300,1759,-1720,-2166,-1849,-299,1789,2752,1099,-1780,-5214,-7711,-7313,-4005,1862,9141,14043,13629,8196,-1436,-8388,-9841,-7720,-4808,-592,3469,5580,7238,8055,6947,165,-11938,-22536,-26358,-18749,-1032,16929,29349,32767,24340,8148,-6584,-14041,-15650,-12273,-6086,-2488,-1521,-818,-2948,-5207,-3259,1127,6560,11617,11875,7256,-827,-8050,-9432,-5121,3018,8665,7177,-331,-8687,-12876,-9701,-1020,6580,10144,6883,-92,-4324,-3295,1196,5439,5474,267,-6274,-10378,-9322,-3324,4333,9748,9836,6070,1805,-1342,-2614,-2671,-2206,-2418,-3630,-3903,-2217,402,2610,3819,3339,1688,388,-426,-330,293,289,-188,-1060,-1721,-1645,-1170,-412,364,769,716,465,283,140,83,112,92,17,-64,-119,-140,-102,-50,-4,19,14,5,0
-1,-5,-12,-8,15,39,54,75,87,117,213,243,141,-141,-542,-829,-885,-685,-206,225,277,135,-2,158,501,843,1168,1167,977,682,496,303,-197,-747,-1528,-1908,-1671,-1051,-381,-42,117,-325,-391,-43,-160,-122,-893,-2138,-1782,202,2997,5668,7232,7480,5344,2579,168,-2184,-4609,-8368,-12175,-13904,-12046,-7144,-665,5331,9566,10835,10197,9417,8944,7512,4645,-67,-4267,-5983,-5846,-4442,-2552,-741,-111,-531,-1310,-2422,-5907,-10696,-12134,-9892,-4728,5455,16331,23332,25023,20497,11682,-306,-12964,-22744,-25582,-20654,-10766,2593,11764,14130,8772,-1855,-9379,-9204,-3861,1537,4985,5208,2528,2002,8140,14514,17536,14464,-63,-17987,-30673,-32767,-22107,-7195,6021,17417,23431,21265,17935,14135,5590,-5966,-14870,-19253,-17128,-6784,3004,9141,10100,3508,-3321,-6483,-7464,-3710,939,2547,2638,556,-1296,-1211,442,3894,6676,9345,10710,7253,2128,-3001,-9293,-14976,-15182,-12839,-10318,-4937,91,3871,7803,10604,12488,13002,11224,6626,1845,-2879,-6351,-7102,-6486,-3440,-312,422,-1442,-4536,-7613,-8216,-6016,-1466,5500,11094,12365,9850,4411,-1143,-4717,-5866,-4710,-2565,72,2073,3001,2896,1989,223,-1981,-3952,-4773,-3975,-2342,-456,1403,2438,2551,2655,2784,2573,1749,521,-851,-1995,-2381,-1963,-919,161,756,766,368,-44,-319,-315,-156,-32,57,106,104,93,76,48,22,2,-5,-2
-3,-10,-18,-28,-31,-3,77,188,301,386,328,40,-369,-707,-865,-639,-25,593,919,696,-39,-885,-1447,-1324,-419,606,1332,1707,1628,1598,1812,1454,59,-2174,-4334,-5156,-4162,-872,3174,5537,5369,2803,-828,-3565,-4670,-4401,-3363,-2027,485,3998,7127,8538,7587,3880,-895,-3719,-3529,-1081,-773,-4005,-8683,-12284,-11169,-4478,3733,8700,7783,3414,-265,162,5715,12375,13373,8184,395,-5889,-5532,-2282,-263,-2288,-8973,-15766,-15766,-8367,-711,2692,448,-3007,-1618,6330,18493,28185,25874,11685,-4586,-14699,-14684,-7739,60,2218,-2554,-7225,-6342,-1838,-1244,-5517,-10862,-16781,-16612,-6492,8229,20690,26834,26991,22602,17404,12055,1855,-13695,-27556,-32767,-28741,-17067,-1792,7421,6813,1666,-1759,1962,9668,15642,17072,13399,5116,-1301,-2385,-2076,-1880,-4454,-7229,-8622,-7864,-3888,-3206,-6865,-8214,-4970,1158,8895,15366,14076,6482,-1291,-5714,-1825,5800,8057,4712,-3484,-10868,-12218,-8736,-1606,1804,-611,-4747,-7834,-6233,1170,8962,12664,13203,10337,5035,1097,-286,-1930,-4452,-6885,-7307,-6717,-5112,-1548,1085,2129,2012,724,-312,-1099,-1244,198,1627,2845,3148,2618,2305,1622,696,-94,-1396,-3075,-3860,-3045,-1199,1402,2955,2358,74,-2666,-3853,-3232,-1267,954,2243,2216,1498,982,1135,1691,1729,1064,-156,-1481,-2068,-1871,-1133,-249,319,489,366,196,64,-16,-20,-8,2,11,13,7,2
1,0,-3,-4,-3,-21,-66,-137,-228,-276,-231,-92,52,177,392,653,996,1168,834,23,-997,-1555,-1118,146,1236,1705,1228,-397,-2067,-2453,-1702,-1070,-539,-286,-511,-177,1215,2864,3514,3006,1555,-427,-2041,-2730,-2764,-2239,-708,1954,4710,6602,5863,1494,-3655,-6882,-7352,-4888,-2358,-2477,-5462,-8944,-6991,1875,14314,23306,22717,12031,-2742,-14853,-17215,-10148,-1868,3381,1194,-5647,-9392,-5989,1577,7401,7272,707,-7247,-9047,-3451,6740,16263,17230,9634,-2106,-12339,-14053,-8033,-790,4555,4766,-50,-3903,-3046,1299,6256,9786,8566,-471,-8892,-13233,-11605,-1182,8524,12118,9779,850,-10188,-14534,-10359,-15,9655,12114,7079,203,-2077,189,8113,16258,14007,1727,-13299,-23655,-24718,-17311,-8231,-3416,-2779,-1210,4500,15111,27968,32767,25333,7400,-10988,-20350,-19989,-10796,-782,1581,-3241,-8983,-9628,-5491,1010,6499,7064,4439,-378,-3020,-1172,2438,6543,9485,10776,9937,6270,-26,-8512,-15730,-18481,-14016,-3129,8172,13381,11911,5956,-3434,-10883,-11112,-5203,2578,7683,9278,8632,4523,-438,-3854,-6046,-5559,-2750,446,3216,3810,1288,-2423,-4905,-4617,-1665,2059,3826,2480,-8,-2275,-2103,758,3926,4821,2699,-1098,-4150,-4299,-1977,1067,2753,1976,-213,-1908,-2254,-854,1014,1794,1327,167,-778,-722,212,956,842,123,-798,-1273,-1011,-256,469,743,556,162,-130,-197,-104,-2,38,25,3,-2
-5,-16,-7,45,121,165,112,-58,-255,-380,-346,-91,307,558,496,153,-447,-993,-963,-171,1038,1797,1592,468,-1215,-2291,-1777,-141,1695,2644,1489,-733,-2813,-3765,-3038,-1503,308,2036,3849,5261,6430,5777,2003,-2794,-6789,-8139,-6155,-1860,2366,3260,1375,-908,-2615,-1860,61,-59,-569,136,1921,6001,10881,12101,7132,-2912,-13412,-17191,-12179,-1966,7064,9268,4070,-4708,-10264,-6926,3682,12582,12205,4003,-6234,-14264,-13180,-3494,6250,10742,8626,2873,-868,2168,8174,8643,1649,-10435,-19561,-18645,-8746,7348,19278,17837,4423,-11576,-21442,-19831,-5834,9702,17916,17953,12186,7176,7510,10975,8758,-1084,-14184,-27602,-32767,-25460,-10110,6361,15888,18388,15565,9134,6847,4843,-695,-6207,-8327,-5270,1391,9164,12704,8840,-184,-8645,-13869,-14561,-12415,-10757,-7862,-4339,2865,16289,27233,27087,15229,-1154,-16378,-22080,-15950,-3415,6541,7637,1922,-6020,-8678,-4165,2410,5665,3413,-3647,-7310,-2710,7559,17606,20631,13043,-890,-12605,-16990,-12307,-4951,265,-460,-5731,-7993,-4211,4632,13128,16217,12644,3200,-6303,-10064,-8977,-4643,901,3283,2745,1847,1683,2866,3611,2397,-524,-3952,-6985,-7811,-6217,-2876,468,3129,5396,6619,6590,5019,2496,-965,-4355,-5550,-4697,-2157,536,2019,2288,1282,87,-685,-1059,-1043,-881,-645,-398,-8,490,807,914,743,359,41,-94,-139,-119,-82,-84,-89,-68,-40,-15,-1,1
